station,Docked_Rent_15_1,Docked_Rent_15_2,Docked_Rent_15_3,Docked_Rent_15_4,Docked_Rent_15_5,Docked_Rent_15_6,Docked_Rent_15_7,Docked_Rent_15_8,Docked_Rent_15_9,Docked_Rent_15_10,Docked_Rent_15_11,Docked_Rent_15_12,Docked_Return_15_1,Docked_Return_15_2,Docked_Return_15_3,Docked_Return_15_4,Docked_Return_15_5,Docked_Return_15_6,Docked_Return_15_7,Docked_Return_15_8,Docked_Return_15_9,Docked_Return_15_10,Docked_Return_15_11,Docked_Return_15_12,Docked_Rent_30_1,Docked_Rent_30_2,Docked_Rent_30_3,Docked_Rent_30_4,Docked_Rent_30_5,Docked_Rent_30_6,Docked_Return_30_1,Docked_Return_30_2,Docked_Return_30_3,Docked_Return_30_4,Docked_Return_30_5,Docked_Return_30_6,Docked_Rent_45_1,Docked_Rent_45_2,Docked_Rent_45_3,Docked_Rent_45_4,Docked_Return_45_1,Docked_Return_45_2,Docked_Return_45_3,Docked_Return_45_4,Docked_Rent_60_1,Docked_Rent_60_2,Docked_Rent_60_3,Docked_Return_60_1,Docked_Return_60_2,Docked_Return_60_3
15042,2.0,1.0,2.0,2.0,1.0,2.0,4.0,8.0,8.0,9.0,5.0,5.0,0.0,3.0,0.0,2.0,1.0,1.0,2.0,3.0,6.0,10.0,14.0,17.0,4.0,3.0,3.0,12.0,17.0,9.0,3.0,3.0,1.0,7.0,16.0,29.0,5.0,5.0,20.0,18.0,4.0,3.0,13.0,39.0,7.0,15.0,26.0,5.0,10.0,44.0
15043,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,2.0,3.0,5.0,3.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,5.0,3.0,5.0,9.0,5.0,4.0,7.0,2.0,2.0,5.0,6.0,11.0,6.0,7.0,5.0,4.0,7.0,14.0
15044,0.0,5.0,6.0,6.0,5.0,8.0,7.0,7.0,14.0,5.0,6.0,3.0,0.0,2.0,2.0,6.0,0.0,7.0,2.0,5.0,2.0,3.0,2.0,0.0,6.0,11.0,13.0,14.0,18.0,10.0,2.0,7.0,6.0,7.0,4.0,3.0,12.0,18.0,28.0,13.0,5.0,11.0,10.0,5.0,17.0,26.0,28.0,10.0,13.0,6.0
15045,1.0,4.0,8.0,5.0,4.0,5.0,7.0,8.0,5.0,1.0,5.0,3.0,0.0,1.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,6.0,12.0,9.0,15.0,6.0,8.0,1.0,7.0,3.0,4.0,6.0,2.0,13.0,15.0,20.0,9.0,4.0,7.0,7.0,6.0,18.0,24.0,13.0,8.0,8.0,8.0
15046,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,6.0,3.0,2.0,7.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,4.0,3.0,3.0,5.0,0.0,1.0,1.0,3.0,1.0,9.0,9.0,2.0,3.0,2.0,5.0,7.0,4.0,2.0,4.0,7.0,12.0,4.0,5.0,8.0,7.0,3.0,4.0,17.0,5.0,7.0,11.0
15047,0.0,1.0,0.0,1.0,1.0,2.0,5.0,3.0,4.0,1.0,5.0,7.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,3.0,5.0,4.0,3.0,0.0,0.0,1.0,4.0,8.0,5.0,13.0,2.0,2.0,4.0,6.0,9.0,2.0,0.0,5.0,12.0,14.0,1.0,6.0,11.0,6.0,2.0,12.0,17.0,4.0,10.0,11.0
15048,3.0,1.0,1.0,5.0,0.0,9.0,5.0,8.0,12.0,17.0,16.0,18.0,2.0,3.0,6.0,6.0,13.0,9.0,10.0,15.0,19.0,10.0,24.0,6.0,4.0,6.0,9.0,14.0,29.0,33.0,7.0,12.0,22.0,25.0,28.0,30.0,7.0,13.0,26.0,49.0,13.0,29.0,43.0,39.0,12.0,23.0,59.0,19.0,46.0,57.0
15049,3.0,1.0,4.0,3.0,2.0,3.0,7.0,5.0,7.0,3.0,6.0,8.0,2.0,2.0,3.0,3.0,3.0,2.0,7.0,8.0,1.0,4.0,3.0,3.0,5.0,8.0,4.0,13.0,10.0,13.0,5.0,6.0,5.0,14.0,6.0,6.0,8.0,8.0,19.0,17.0,8.0,8.0,16.0,10.0,15.0,17.0,23.0,11.0,19.0,11.0
15050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15051,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,4.0,0.0,5.0,1.0,1.0,3.0,3.0,0.0,10.0,4.0,3.0,5.0,1.0,5.0,4.0,3.0,6.0,7.0,5.0,3.0,6.0,5.0,5.0,12.0
15052,0.0,0.0,1.0,3.0,4.0,0.0,0.0,2.0,3.0,4.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,2.0,5.0,2.0,3.0,0.0,5.0,2.0,3.0,6.0,6.0,0.0,2.0,3.0,2.0,8.0,5.0,3.0,5.0,4.0,9.0,1.0,5.0,4.0,10.0,5.0,5.0,12.0,3.0,5.0,13.0
15053,1.0,1.0,1.0,0.0,3.0,2.0,7.0,2.0,2.0,3.0,5.0,5.0,0.0,1.0,2.0,2.0,0.0,4.0,2.0,6.0,3.0,6.0,4.0,5.0,3.0,0.0,5.0,11.0,3.0,10.0,0.0,4.0,4.0,7.0,10.0,9.0,2.0,5.0,12.0,13.0,2.0,6.0,11.0,15.0,1.0,16.0,13.0,5.0,10.0,19.0
15054,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,4.0,0.0,1.0,2.0,5.0,7.0,7.0,3.0,3.0,0.0,2.0,5.0,0.0,4.0,2.0,7.0,11.0,7.0,3.0,3.0,3.0,4.0,4.0,12.0,10.0,2.0,7.0,3.0
15055,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,3.0,0.0,3.0,4.0,6.0,4.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,2.0,5.0,7.0,5.0,2.0,3.0,3.0,4.0,3.0,6.0,10.0,3.0,3.0,6.0,4.0
15056,1.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,8.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,11.0,1.0,2.0,4.0,0.0,2.0,1.0,10.0,3.0,3.0,2.0,2.0
15057,0.0,1.0,4.0,4.0,4.0,5.0,2.0,3.0,5.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,3.0,1.0,5.0,7.0,2.0,7.0,9.0,5.0,9.0,5.0,1.0,0.0,5.0,3.0,4.0,11.0,6.0,12.0,11.0,8.0,0.0,6.0,6.0,12.0,10.0,15.0,13.0,2.0,8.0,14.0
15058,2.0,9.0,2.0,11.0,4.0,6.0,10.0,10.0,12.0,8.0,13.0,6.0,0.0,0.0,1.0,5.0,2.0,6.0,5.0,5.0,2.0,3.0,7.0,3.0,11.0,14.0,11.0,19.0,20.0,19.0,0.0,6.0,8.0,10.0,5.0,9.0,14.0,22.0,31.0,27.0,1.0,14.0,12.0,13.0,25.0,29.0,39.0,7.0,18.0,14.0
15059,0.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,0.0,5.0,3.0,4.0,7.0,2.0,0.0,5.0,4.0,4.0,0.0,2.0,3.0,4.0,4.0,8.0,10.0,3.0,4.0,5.0,4.0,3.0,5.0,9.0,13.0,1.0,9.0,5.0,5.0,9.0,17.0
15060,0.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,0.0,4.0,2.0,3.0,6.0,8.0,0.0,3.0,3.0,5.0,3.0,3.0,7.0,11.0,2.0,4.0,5.0,5.0,5.0,15.0
15061,1.0,0.0,4.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,3.0,6.0,5.0,3.0,3.0,0.0,3.0,1.0,3.0,7.0,5.0,4.0,0.0,4.0,2.0
15062,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,0.0,1.0,1.0,2.0,4.0,2.0,4.0,0.0,2.0,2.0
15063,2.0,0.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,6.0,2.0,1.0,6.0,7.0,0.0,5.0,11.0,12.0,5.0,2.0,7.0,2.0,1.0,2.0,2.0,6.0,2.0,11.0,3.0,11.0,6.0,22.0,8.0,10.0,3.0,2.0,7.0,11.0,9.0,12.0,28.0,12.0,3.0,8.0,13.0,15.0,28.0,18.0
15064,0.0,1.0,1.0,2.0,4.0,1.0,9.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,0.0,3.0,3.0,2.0,3.0,5.0,12.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,6.0,3.0,6.0,14.0,2.0,4.0,5.0,4.0,6.0,3.0,17.0,3.0,8.0,4.0,9.0
15065,3.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,5.0,5.0,0.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,5.0,5.0,8.0,5.0,5.0,4.0,5.0,4.0,1.0,7.0,8.0,9.0,6.0,4.0,7.0,5.0,9.0,12.0
15066,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0,8.0,0.0,0.0,3.0,1.0,2.0,5.0,3.0,0.0,1.0,12.0,0.0,3.0,2.0,5.0,2.0,0.0,13.0,2.0,2.0,7.0
15067,3.0,0.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,5.0,6.0,7.0,5.0,1.0,1.0,1.0,7.0,2.0,4.0,0.0,5.0,11.0,11.0,3.0,2.0,7.0,5.0,0.0,10.0,13.0,6.0,3.0,9.0,3.0
15068,0.0,1.0,2.0,2.0,2.0,4.0,0.0,9.0,10.0,7.0,3.0,7.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,5.0,0.0,3.0,1.0,5.0,5.0,10.0,16.0,10.0,3.0,4.0,2.0,7.0,8.0,3.0,4.0,8.0,19.0,17.0,6.0,4.0,10.0,8.0,9.0,15.0,26.0,7.0,9.0,11.0
15069,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,5.0,0.0,3.0,4.0,2.0,1.0,1.0,5.0,6.0,0.0,3.0,6.0,2.0,2.0,8.0,0.0
15070,2.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,5.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,7.0,5.0,0.0,2.0,3.0,1.0,4.0,6.0,9.0,1.0,4.0,2.0
15075,0.0,0.0,3.0,3.0,5.0,6.0,7.0,6.0,4.0,9.0,5.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,3.0,6.0,5.0,1.0,0.0,6.0,11.0,13.0,13.0,5.0,2.0,1.0,5.0,4.0,8.0,6.0,3.0,14.0,18.0,14.0,2.0,6.0,5.0,13.0,8.0,23.0,18.0,3.0,8.0,15.0
15076,1.0,3.0,1.0,1.0,2.0,0.0,3.0,4.0,2.0,7.0,3.0,1.0,3.0,0.0,3.0,2.0,3.0,2.0,2.0,5.0,12.0,11.0,12.0,4.0,5.0,2.0,2.0,7.0,9.0,4.0,4.0,5.0,3.0,8.0,22.0,15.0,6.0,4.0,10.0,11.0,6.0,8.0,19.0,26.0,7.0,9.0,15.0,9.0,11.0,37.0
15077,0.0,1.0,1.0,4.0,1.0,1.0,8.0,5.0,1.0,2.0,3.0,6.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,3.0,5.0,4.0,5.0,1.0,0.0,5.0,4.0,12.0,3.0,8.0,2.0,0.0,6.0,6.0,9.0,6.0,2.0,7.0,13.0,10.0,1.0,7.0,9.0,10.0,7.0,17.0,11.0,4.0,10.0,15.0
15079,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,6.0,1.0,0.0,1.0,1.0,3.0,4.0,2.0,0.0,1.0,0.0,1.0,5.0,0.0,6.0,1.0,3.0,5.0,2.0,1.0,0.0,6.0,6.0,2.0,5.0,5.0,1.0,2.0,5.0,7.0
15083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15084,1.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,6.0,0.0,4.0,2.0,1.0,3.0,1.0,5.0,2.0,4.0,2.0,2.0,2.0
15087,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,3.0,4.0,3.0,1.0,5.0,1.0,1.0,0.0,3.0,7.0,4.0,3.0,2.0
15088,2.0,1.0,1.0,4.0,1.0,0.0,2.0,3.0,4.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,5.0,2.0,6.0,7.0,3.0,2.0,0.0,5.0,1.0,2.0,1.0,4.0,4.0,9.0,7.0,2.0,4.0,1.0,2.0,7.0,8.0,9.0,2.0,5.0,2.0
15090,0.0,1.0,0.0,2.0,2.0,5.0,0.0,1.0,5.0,2.0,5.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,6.0,1.0,3.0,2.0,2.0,2.0,0.0,2.0,7.0,2.0,7.0,5.0,0.0,6.0,2.0,8.0,5.0,3.0,0.0,9.0,7.0,7.0,3.0,6.0,11.0,5.0,3.0,8.0,11.0,7.0,10.0,7.0
